"sumOfDie"
"1",3
"2",9
"3",10
"4",4
"5",7
"6",8
"7",2
"8",6
"9",6
"10",3
"11",8
"12",7
"13",6
"14",4
"15",6
"16",2
"17",7
"18",8
"19",7
"20",5
"21",7
"22",7
"23",7
"24",6
"25",7
"26",12
"27",2
"28",8
"29",3
"30",9
"31",8
"32",6
"33",5
"34",11
"35",9
"36",7
"37",5
"38",8
"39",7
"40",5
"41",6
"42",10
"43",6
"44",5
"45",9
"46",8
"47",10
"48",5
"49",5
"50",6
"51",7
"52",6
"53",5
"54",8
"55",8
"56",5
"57",6
"58",9
"59",10
"60",10
"61",8
"62",3
"63",7
"64",8
"65",8
"66",10
"67",5
"68",2
"69",5
"70",11
"71",9
"72",5
"73",8
"74",3
"75",11
"76",7
"77",6
"78",7
"79",5
"80",5
"81",8
"82",9
"83",6
"84",9
"85",6
"86",7
"87",8
"88",4
"89",11
"90",6
"91",10
"92",3
"93",7
"94",9
"95",8
"96",4
"97",8
"98",9
"99",6
"100",3
"101",3
"102",2
"103",3
"104",6
"105",6
"106",11
"107",4
"108",8
"109",8
"110",7
"111",10
"112",5
"113",5
"114",12
"115",9
"116",11
"117",8
"118",6
"119",4
"120",4
"121",6
"122",9
"123",4
"124",7
"125",7
"126",2
"127",3
"128",7
"129",2
"130",3
"131",8
"132",7
"133",9
"134",3
"135",11
"136",11
"137",8
"138",6
"139",9
"140",3
"141",8
"142",10
"143",9
"144",7
"145",10
"146",6
"147",9
"148",7
"149",8
"150",9
"151",5
"152",3
"153",5
"154",8
"155",4
"156",11
"157",9
"158",6
"159",8
"160",8
"161",6
"162",6
"163",8
"164",7
"165",7
"166",9
"167",8
"168",6
"169",9
"170",9
"171",6
"172",12
"173",2
"174",9
"175",6
"176",11
"177",8
"178",6
"179",6
"180",8
"181",5
"182",4
"183",12
"184",8
"185",7
"186",7
"187",5
"188",9
"189",9
"190",8
"191",7
"192",8
"193",3
"194",7
"195",8
"196",5
"197",9
"198",4
"199",10
"200",7
"201",5
"202",3
"203",10
"204",3
"205",3
"206",5
"207",6
"208",2
"209",9
"210",9
"211",3
"212",6
"213",7
"214",3
"215",5
"216",3
"217",6
"218",5
"219",5
"220",7
"221",7
"222",10
"223",9
"224",7
"225",10
"226",12
"227",6
"228",9
"229",12
"230",3
"231",6
"232",6
"233",7
"234",5
"235",9
"236",8
"237",8
"238",6
"239",3
"240",5
"241",4
"242",5
"243",10
"244",11
"245",5
"246",6
"247",10
"248",8
"249",2
"250",8
"251",8
"252",7
"253",7
"254",10
"255",6
"256",4
"257",6
"258",5
"259",7
"260",9
"261",6
"262",8
"263",9
"264",5
"265",4
"266",9
"267",8
"268",10
"269",7
"270",8
"271",10
"272",3
"273",9
"274",9
"275",11
"276",4
"277",11
"278",10
"279",3
"280",7
"281",2
"282",6
"283",8
"284",7
"285",6
"286",7
"287",8
"288",5
"289",9
"290",2
"291",5
"292",5
"293",9
"294",4
"295",6
"296",2
"297",5
"298",2
"299",10
"300",6
"301",9
"302",9
"303",4
"304",10
"305",9
"306",6
"307",8
"308",3
"309",9
"310",10
"311",8
"312",6
"313",10
"314",7
"315",5
"316",7
"317",8
"318",8
"319",5
"320",4
"321",4
"322",6
"323",7
"324",5
"325",2
"326",6
"327",3
"328",6
"329",6
"330",9
"331",8
"332",5
"333",8
"334",7
"335",10
"336",4
"337",7
"338",9
"339",7
"340",7
"341",5
"342",5
"343",10
"344",3
"345",7
"346",7
"347",10
"348",7
"349",10
"350",5
"351",7
"352",7
"353",8
"354",4
"355",8
"356",10
"357",2
"358",7
"359",9
"360",9
"361",3
"362",6
"363",12
"364",8
"365",3
"366",6
"367",6
"368",11
"369",4
"370",5
"371",6
"372",5
"373",8
"374",7
"375",12
"376",7
"377",9
"378",7
"379",8
"380",9
"381",10
"382",2
"383",11
"384",12
"385",5
"386",5
"387",6
"388",7
"389",5
"390",3
"391",8
"392",3
"393",11
"394",11
"395",7
"396",10
"397",8
"398",8
"399",6
"400",7
"401",7
"402",11
"403",9
"404",7
"405",8
"406",11
"407",10
"408",2
"409",6
"410",9
"411",3
"412",9
"413",8
"414",10
"415",5
"416",11
"417",9
"418",10
"419",6
"420",6
"421",3
"422",7
"423",6
"424",11
"425",8
"426",5
"427",10
"428",7
"429",4
"430",7
"431",5
"432",11
"433",9
"434",5
"435",3
"436",10
"437",6
"438",5
"439",7
"440",11
"441",6
"442",11
"443",4
"444",10
"445",8
"446",6
"447",5
"448",6
"449",11
"450",9
"451",3
"452",4
"453",2
"454",4
"455",7
"456",9
"457",8
"458",8
"459",8
"460",10
"461",8
"462",8
"463",6
"464",3
"465",5
"466",11
"467",6
"468",5
"469",6
"470",12
"471",3
"472",4
"473",9
"474",11
"475",10
"476",7
"477",6
"478",5
"479",7
"480",5
"481",5
"482",10
"483",9
"484",4
"485",9
"486",6
"487",5
"488",7
"489",9
"490",11
"491",8
"492",11
"493",8
"494",5
"495",3
"496",7
"497",10
"498",2
"499",4
"500",3
"501",10
"502",6
"503",8
"504",10
"505",5
"506",7
"507",8
"508",2
"509",8
"510",10
"511",7
"512",2
"513",5
"514",7
"515",6
"516",8
"517",4
"518",10
"519",4
"520",6
"521",6
"522",6
"523",7
"524",9
"525",6
"526",7
"527",8
"528",3
"529",10
"530",11
"531",9
"532",6
"533",9
"534",3
"535",4
"536",10
"537",3
"538",4
"539",8
"540",8
"541",5
"542",6
"543",7
"544",6
"545",3
"546",7
"547",8
"548",5
"549",9
"550",6
"551",10
"552",8
"553",8
"554",6
"555",8
"556",6
"557",11
"558",6
"559",5
"560",3
"561",9
"562",12
"563",11
"564",9
"565",4
"566",7
"567",10
"568",9
"569",4
"570",9
"571",7
"572",7
"573",6
"574",10
"575",7
"576",10
"577",9
"578",8
"579",4
"580",8
"581",10
"582",6
"583",7
"584",10
"585",7
"586",9
"587",6
"588",10
"589",6
"590",8
"591",6
"592",6
"593",6
"594",8
"595",6
"596",6
"597",6
"598",6
"599",3
"600",8
"601",7
"602",5
"603",6
"604",6
"605",7
"606",10
"607",6
"608",5
"609",6
"610",9
"611",5
"612",4
"613",5
"614",4
"615",8
"616",7
"617",7
"618",7
"619",7
"620",5
"621",9
"622",7
"623",4
"624",9
"625",11
"626",5
"627",5
"628",2
"629",10
"630",6
"631",5
"632",7
"633",9
"634",7
"635",9
"636",5
"637",9
"638",11
"639",3
"640",3
"641",8
"642",8
"643",11
"644",5
"645",2
"646",2
"647",9
"648",6
"649",9
"650",9
"651",9
"652",10
"653",7
"654",3
"655",7
"656",6
"657",4
"658",3
"659",6
"660",9
"661",6
"662",6
"663",10
"664",4
"665",6
"666",7
"667",6
"668",8
"669",8
"670",7
"671",9
"672",12
"673",5
"674",10
"675",6
"676",10
"677",8
"678",7
"679",7
"680",6
"681",10
"682",6
"683",4
"684",8
"685",7
"686",10
"687",7
"688",6
"689",6
"690",10
"691",5
"692",8
"693",6
"694",8
"695",9
"696",8
"697",7
"698",10
"699",11
"700",3
"701",4
"702",7
"703",6
"704",6
"705",2
"706",8
"707",11
"708",3
"709",11
"710",3
"711",7
"712",8
"713",10
"714",12
"715",7
"716",4
"717",4
"718",2
"719",5
"720",11
"721",7
"722",8
"723",5
"724",7
"725",8
"726",7
"727",10
"728",6
"729",9
"730",7
"731",6
"732",9
"733",11
"734",5
"735",8
"736",9
"737",11
"738",10
"739",7
"740",6
"741",10
"742",8
"743",12
"744",6
"745",7
"746",8
"747",10
"748",8
"749",5
"750",2
"751",5
"752",3
"753",11
"754",3
"755",5
"756",8
"757",10
"758",3
"759",5
"760",6
"761",9
"762",5
"763",9
"764",10
"765",7
"766",8
"767",7
"768",5
"769",9
"770",8
"771",11
"772",9
"773",9
"774",4
"775",8
"776",10
"777",10
"778",11
"779",7
"780",10
"781",8
"782",4
"783",4
"784",9
"785",11
"786",6
"787",2
"788",9
"789",8
"790",7
"791",6
"792",6
"793",7
"794",8
"795",8
"796",7
"797",5
"798",7
"799",5
"800",10
"801",8
"802",11
"803",6
"804",4
"805",8
"806",6
"807",6
"808",8
"809",3
"810",8
"811",10
"812",9
"813",6
"814",4
"815",11
"816",9
"817",3
"818",9
"819",9
"820",4
"821",8
"822",6
"823",7
"824",3
"825",9
"826",7
"827",6
"828",8
"829",7
"830",8
"831",3
"832",7
"833",9
"834",10
"835",3
"836",7
"837",7
"838",9
"839",4
"840",7
"841",7
"842",8
"843",8
"844",4
"845",8
"846",3
"847",5
"848",7
"849",6
"850",7
"851",11
"852",12
"853",6
"854",6
"855",10
"856",9
"857",8
"858",6
"859",6
"860",5
"861",9
"862",8
"863",8
"864",7
"865",5
"866",7
"867",6
"868",10
"869",7
"870",10
"871",8
"872",10
"873",6
"874",10
"875",4
"876",6
"877",9
"878",4
"879",5
"880",6
"881",4
"882",4
"883",6
"884",10
"885",9
"886",12
"887",6
"888",4
"889",11
"890",2
"891",4
"892",8
"893",11
"894",7
"895",7
"896",6
"897",7
"898",5
"899",4
"900",7
"901",7
"902",9
"903",10
"904",9
"905",11
"906",6
"907",12
"908",4
"909",7
"910",5
"911",5
"912",6
"913",3
"914",8
"915",5
"916",11
"917",7
"918",10
"919",9
"920",8
"921",9
"922",5
"923",3
"924",9
"925",6
"926",10
"927",10
"928",5
"929",8
"930",8
"931",6
"932",6
"933",8
"934",8
"935",7
"936",8
"937",7
"938",5
"939",5
"940",7
"941",12
"942",6
"943",5
"944",7
"945",9
"946",6
"947",9
"948",8
"949",7
"950",6
"951",8
"952",3
"953",2
"954",8
"955",2
"956",5
"957",10
"958",7
"959",12
"960",6
"961",8
"962",9
"963",7
"964",9
"965",6
"966",7
"967",6
"968",9
"969",10
"970",11
"971",5
"972",8
"973",9
"974",3
"975",3
"976",5
"977",4
"978",11
"979",8
"980",9
"981",5
"982",9
"983",12
"984",5
"985",4
"986",7
"987",3
"988",10
"989",3
"990",8
"991",8
"992",11
"993",9
"994",7
"995",4
"996",6
"997",7
"998",9
"999",5
"1000",5
"1001",7
"1002",8
"1003",9
"1004",7
"1005",5
"1006",4
"1007",8
"1008",8
"1009",12
"1010",7
"1011",3
"1012",8
"1013",7
"1014",7
"1015",7
"1016",6
"1017",9
"1018",9
"1019",9
"1020",7
"1021",10
"1022",11
"1023",2
"1024",7
"1025",9
"1026",11
"1027",5
"1028",9
"1029",6
"1030",4
"1031",4
"1032",8
"1033",8
"1034",9
"1035",8
"1036",7
"1037",8
"1038",12
"1039",7
"1040",8
"1041",9
"1042",5
"1043",11
"1044",8
"1045",7
"1046",4
"1047",5
"1048",11
"1049",5
"1050",8
"1051",11
"1052",4
"1053",9
"1054",6
"1055",3
"1056",4
"1057",8
"1058",7
"1059",4
"1060",8
"1061",6
"1062",10
"1063",8
